iso3,year,value,source,source_url,vintage_date,confidence,verified_by,verified_at,notes
EST,2025,1.16,Wikipedia: Demographics of [EST] (vital statistics),,2026-05-13,MEDIUM,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.21. Editor certainty: Recheck
FIN,2023,1.26,Wikipedia: Demographics of [FIN] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.02
FIN,2024,1.25,Wikipedia: Demographics of [FIN] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.04
FJI,2010,3.0,Fiji Bureau of Statistics,https://www.statsfiji.gov.fj/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2010)
FJI,2011,2.9,Fiji Bureau of Statistics,https://www.statsfiji.gov.fj/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2010)
FJI,2012,2.84,Fiji Bureau of Statistics,https://www.statsfiji.gov.fj/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2010)
FJI,2013,2.71,Fiji Bureau of Statistics,https://www.statsfiji.gov.fj/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2010)
FJI,2014,2.92,Fiji Bureau of Statistics,https://www.statsfiji.gov.fj/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2010)
FJI,2015,2.91,Fiji Bureau of Statistics,https://www.statsfiji.gov.fj/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2010)
FJI,2016,2.8,Fiji Bureau of Statistics,https://www.statsfiji.gov.fj/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.28. Editor certainty: Materially Higher
FJI,2017,2.7,Fiji Bureau of Statistics,https://www.statsfiji.gov.fj/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.24. Editor certainty: Materially Higher
FJI,2018,2.6,Fiji Bureau of Statistics,https://www.statsfiji.gov.fj/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.18. Editor certainty: Materially Higher
FJI,2019,2.8,Fiji Bureau of Statistics,https://www.statsfiji.gov.fj/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.41. Editor certainty: Materially Higher
FRA,2024,1.59,Wikipedia: Demographics of [FRA] (vital statistics),,2026-05-13,MEDIUM,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.05. Editor certainty: Recheck
FRA,2025,1.56,Wikipedia: Demographics of [FRA] (vital statistics),,2026-05-13,MEDIUM,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.08. Editor certainty: Recheck
FRO,2016,2.64,Wikipedia: Demographics of [FRO] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.15
FRO,2018,2.51,Wikipedia: Demographics of [FRO] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.08
FRO,2019,2.43,Wikipedia: Demographics of [FRO] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.03
FRO,2021,2.33,Wikipedia: Demographics of [FRO] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.04
FRO,2022,2.07,Wikipedia: Demographics of [FRO] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.19
FRO,2023,1.86,Wikipedia: Demographics of [FRO] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.38
FRO,2024,1.91,Wikipedia: Demographics of [FRO] (vital statistics),,2026-05-13,MEDIUM,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.31. Editor certainty: Recheck
FRO,2025,2.11,Wikipedia: Demographics of [FRO] (vital statistics),,2026-05-13,MEDIUM,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.09. Editor certainty: Recheck
GBR,2021,1.54,Wikipedia: Demographics of [GBR] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.04
GBR,2022,1.49,Wikipedia: Demographics of [GBR] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.07
GBR,2023,1.42,Wikipedia: Demographics of [GBR] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.14
GBR,2024,1.41,Wikipedia: Demographics of [GBR] (vital statistics),,2026-05-13,MEDIUM,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.14. Editor certainty: Recheck
GBR,2025,1.39,Wikipedia: Demographics of [GBR] (vital statistics),,2026-05-13,MEDIUM,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.15. Editor certainty: Recheck
GEO,2018,2.12,Wikipedia: Demographics of [GEO] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.03
GEO,2023,1.7,Wikipedia: Demographics of [GEO] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.11
GEO,2024,1.67,Wikipedia: Demographics of [GEO] (vital statistics),,2026-05-13,MEDIUM,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.13. Editor certainty: Recheck
GEO,2025,1.57,Wikipedia: Demographics of [GEO] (vital statistics),,2026-05-13,MEDIUM,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.22. Editor certainty: Recheck
GLP,2017,1.94,Wikipedia: Demographics of [GLP] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.14
GLP,2018,2.04,Wikipedia: Demographics of [GLP] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.06
GLP,2019,2.23,Wikipedia: Demographics of [GLP] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.08
GLP,2020,2.27,Wikipedia: Demographics of [GLP] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.10
GLP,2021,2.11,Wikipedia: Demographics of [GLP] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.02
GLP,2022,2.08,Wikipedia: Demographics of [GLP] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.03
GLP,2023,2.01,Wikipedia: Demographics of [GLP] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.08
GLP,2024,1.75,Wikipedia: Demographics of [GLP] (vital statistics),,2026-05-13,MEDIUM,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.32. Editor certainty: Recheck
GLP,2025,1.7,Wikipedia (bidirectional TFR interpolation),,2026-05-14,MEDIUM,CALCNEW_V7_FRESH,2026-05-14,Calc New v7 (tfr_extrap_fwd). 
GRC,2020,1.41,Wikipedia: Demographics of [GRC] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.02
GRC,2021,1.45,Wikipedia: Demographics of [GRC] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.02
GRC,2022,1.33,Wikipedia: Demographics of [GRC] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.02
GRC,2023,1.28,Wikipedia: Demographics of [GRC] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.05
GRC,2024,1.26,Wikipedia: Demographics of [GRC] (vital statistics),,2026-05-13,MEDIUM,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.08. Editor certainty: Recheck
GRC,2025,1.23,Wikipedia: Demographics of [GRC] (vital statistics),,2026-05-13,MEDIUM,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.11. Editor certainty: Recheck
GRD,2016,1.79,Wikipedia: Demographics of [GRD] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.17
GRD,2017,1.71,Wikipedia: Demographics of [GRD] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.27
GRD,2018,1.69,Wikipedia: Demographics of [GRD] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.16
GRD,2019,1.8,"Wikipedia (TFR from observed births × local-window ratio, outlier-filtered)",,2026-05-14,HIGH,CALCNEW_V7_FRESH,2026-05-14,"Calc New v7 (v7_births_5anchor_±5y). R=0.001145, anchors=[(2014, 1750.0, 2.003, 0.00114457), (2015, 1694.0, 1.925, 0.00113636), (2016, 1577.0, 1.788, 0.0011338), (2017, 1398.0, 1.705, 0.0012196), (2018, 1520.0, 1.693, 0.00111382)], dropped=[], window=±5y. Wiki-observed births 2019: 1,575."
GRD,2020,1.77,"Wikipedia (TFR from observed births × local-window ratio, outlier-filtered)",,2026-05-14,HIGH,CALCNEW_V7_FRESH,2026-05-14,"Calc New v7 (v7_births_4anchor_±5y). R=0.001149, anchors=[(2015, 1694.0, 1.925, 0.00113636), (2016, 1577.0, 1.788, 0.0011338), (2017, 1398.0, 1.705, 0.0012196), (2018, 1520.0, 1.693, 0.00111382)], dropped=[], window=±5y. Wiki-observed births 2020: 1,540."
GRD,2021,1.86,"Wikipedia (TFR from observed births × local-window ratio, outlier-filtered)",,2026-05-14,HIGH,CALCNEW_V7_FRESH,2026-05-14,"Calc New v7 (v7_births_3anchor_±5y). R=0.001153, anchors=[(2016, 1577.0, 1.788, 0.0011338), (2017, 1398.0, 1.705, 0.0012196), (2018, 1520.0, 1.693, 0.00111382)], dropped=[], window=±5y. Wiki-observed births 2021: 1,611."
GRD,2022,1.71,"Wikipedia (TFR from observed births × local-window ratio, outlier-filtered)",,2026-05-14,HIGH,CALCNEW_V7_FRESH,2026-05-14,"Calc New v7 (v7_births_2anchor_±5y). R=0.001161, anchors=[(2017, 1398.0, 1.705, 0.0012196), (2018, 1520.0, 1.693, 0.00111382)], dropped=[], window=±5y. Wiki-observed births 2022: 1,469."
GRD,2023,1.6,"Wikipedia (TFR from observed births × local-window ratio, outlier-filtered)",,2026-05-14,HIGH,CALCNEW_V7_FRESH,2026-05-14,"Calc New v7 (v7_births_5anchor_±10y). R=0.001162, anchors=[(2013, 1838.0, 2.129, 0.00115832), (2014, 1750.0, 2.003, 0.00114457), (2015, 1694.0, 1.925, 0.00113636), (2016, 1577.0, 1.788, 0.0011338), (2017, 1398.0, 1.705, 0.0012196)], dropped=[], window=±10y. Wiki-observed births 2023: 1,380."
GRD,2024,1.39,Wikipedia (bidirectional TFR interpolation),,2026-05-14,MEDIUM,CALCNEW_V7_FRESH,2026-05-14,Calc New v7 (tfr_extrap_fwd). 
GRD,2025,1.34,Wikipedia (bidirectional TFR interpolation),,2026-05-14,MEDIUM,CALCNEW_V7_FRESH,2026-05-14,Calc New v7 (tfr_extrap_fwd). 
GRL,2016,2.04,Wikipedia: Demographics of [GRL] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.03
GRL,2017,2.09,Wikipedia: Demographics of [GRL] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.02
GRL,2018,1.99,Wikipedia: Demographics of [GRL] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.03
GRL,2019,2.05,Wikipedia: Demographics of [GRL] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.04
GRL,2020,2.06,Wikipedia: Demographics of [GRL] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.06
GRL,2021,1.82,Wikipedia: Demographics of [GRL] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.17
GRL,2022,1.79,Wikipedia: Demographics of [GRL] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.18
GRL,2023,1.72,Wikipedia: Demographics of [GRL] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.23
GRL,2024,1.64,Wikipedia: Demographics of [GRL] (vital statistics),,2026-05-13,MEDIUM,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.29. Editor certainty: Recheck
GRL,2025,1.64,Wikipedia: Demographics of [GRL] (vital statistics),,2026-05-13,MEDIUM,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.27. Editor certainty: Recheck
GTM,2005,3.8,INE Guatemala,https://www.ine.gob.gt/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2005)
GTM,2006,3.62,INE Guatemala,https://www.ine.gob.gt/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2005)
GTM,2007,3.46,INE Guatemala,https://www.ine.gob.gt/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2005)
GTM,2008,3.39,INE Guatemala,https://www.ine.gob.gt/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2005)
GTM,2009,3.12,INE Guatemala,https://www.ine.gob.gt/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2005)
GTM,2010,3.1,INE Guatemala,https://www.ine.gob.gt/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2005)
GTM,2011,3.09,INE Guatemala,https://www.ine.gob.gt/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2005)
GTM,2012,3.1,INE Guatemala,https://www.ine.gob.gt/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2005)
GTM,2013,3.05,INE Guatemala,https://www.ine.gob.gt/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2005)
GTM,2014,3.05,INE Guatemala,https://www.ine.gob.gt/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2005)
GTM,2015,2.9,INE Guatemala,https://www.ine.gob.gt/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2005)
GTM,2016,2.8,INE Guatemala,https://www.ine.gob.gt/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.17. Editor certainty: Materially Lower
GTM,2017,2.66,INE Guatemala,https://www.ine.gob.gt/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.20. Editor certainty: Materially Lower
GTM,2018,2.62,INE Guatemala,https://www.ine.gob.gt/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.12. Editor certainty: Materially Lower
GTM,2019,2.46,INE Guatemala,https://www.ine.gob.gt/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.13. Editor certainty: Materially Lower
GTM,2020,2.27,INE Guatemala,https://www.ine.gob.gt/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.20. Editor certainty: Materially Lower
GTM,2021,2.26,INE Guatemala,https://www.ine.gob.gt/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.13. Editor certainty: Materially Lower
GTM,2022,2.24,INE Guatemala,https://www.ine.gob.gt/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.10. Editor certainty: Materially Lower
GTM,2023,2.21,INE Guatemala,https://www.ine.gob.gt/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.10. Editor certainty: Materially Lower
GTM,2024,1.91,INE Guatemala,https://www.ine.gob.gt/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.38. Editor certainty: Materially Lower
GTM,2025,1.86,Wikipedia (bidirectional TFR interpolation),,2026-05-14,MEDIUM,CALCNEW_V7_FRESH,2026-05-14,Calc New v7 (tfr_extrap_fwd). 
GUF,2016,3.61,Wikipedia: Demographics of [GUF] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.03
GUF,2017,3.92,Wikipedia: Demographics of [GUF] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.04
GUF,2018,3.82,Wikipedia: Demographics of [GUF] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.04
GUF,2019,3.82,Wikipedia: Demographics of [GUF] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.09
GUF,2020,3.75,Wikipedia: Demographics of [GUF] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.09
GUF,2021,3.81,Wikipedia: Demographics of [GUF] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.10
GUF,2022,3.61,Wikipedia: Demographics of [GUF] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.17
GUF,2023,3.57,Wikipedia: Demographics of [GUF] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.18
GUF,2024,3.05,Wikipedia: Demographics of [GUF] (vital statistics),,2026-05-13,MEDIUM,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.29. Editor certainty: Recheck
GUF,2025,3.0,Wikipedia (bidirectional TFR interpolation),,2026-05-14,MEDIUM,CALCNEW_V7_FRESH,2026-05-14,Calc New v7 (tfr_extrap_fwd). 
GUM,2016,3.08,Guam BSP / CDC NCHS,https://bsp.guam.gov/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.09. Editor certainty: Materially Lower
GUM,2017,2.97,Guam BSP / CDC NCHS,https://bsp.guam.gov/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.12. Editor certainty: Materially Lower
GUM,2018,2.85,Guam BSP / CDC NCHS,https://bsp.guam.gov/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.14. Editor certainty: Materially Lower
GUM,2019,2.74,Guam BSP / CDC NCHS,https://bsp.guam.gov/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.20. Editor certainty: Materially Lower
GUM,2020,2.41,Guam BSP / CDC NCHS,https://bsp.guam.gov/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.49. Editor certainty: Materially Lower
GUM,2021,2.36,Guam BSP / CDC NCHS,https://bsp.guam.gov/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.50. Editor certainty: Materially Lower
GUM,2022,2.26,Guam BSP / CDC NCHS,https://bsp.guam.gov/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.56. Editor certainty: Materially Lower
GUM,2023,2.11,Guam BSP / CDC NCHS,https://bsp.guam.gov/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.67. Editor certainty: Materially Lower
GUM,2024,2.11,"Wikipedia (TFR from observed births × local-window ratio, outlier-filtered)",,2026-05-14,HIGH,CALCNEW_V7_FRESH,2026-05-14,"Calc New v7 (v7_births_5anchor_±5y). R=0.000889, anchors=[(2019, 3041.0, 2.74, 0.00090102), (2020, 2935.0, 2.41, 0.00082112), (2021, 2623.0, 2.36, 0.00089973), (2022, 2518.0, 2.26, 0.00089754), (2023, 2353.0, 2.11, 0.00089673)], dropped=[], window=±5y. Wiki-observed births 2024: 2,370."
GUM,2025,2.01,Wikipedia (bidirectional TFR interpolation),,2026-05-14,MEDIUM,CALCNEW_V7_FRESH,2026-05-14,Calc New v7 (tfr_extrap_fwd). 
HKG,2023,0.75,Wikipedia: Demographics of [HKG] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.03
HKG,2024,0.84,Wikipedia: Demographics of [HKG] (vital statistics),,2026-05-13,MEDIUM,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.11. Editor certainty: Recheck
HKG,2025,0.69,"Wikipedia (TFR from observed births × local-window ratio, outlier-filtered)",,2026-05-14,HIGH,CALCNEW_V7_FRESH,2026-05-14,"Calc New v7 (v7_births_5anchor_±5y). R=0.000022, anchors=[(2020, 43031.0, 0.883, 2.052e-05), (2021, 36953.0, 0.772, 2.089e-05), (2022, 32512.0, 0.701, 2.156e-05), (2023, 33288.0, 0.751, 2.256e-05), (2024, 36767.0, 0.841, 2.287e-05)], dropped=[], window=±5y. Wiki-observed births 2025: 31,100."
HND,2013,2.7,INE Honduras,https://www.ine.gob.hn/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2013)
HND,2014,2.7,INE Honduras,https://www.ine.gob.hn/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2013)
HND,2015,2.6,INE Honduras,https://www.ine.gob.hn/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2013)
HND,2016,2.6,INE Honduras,https://www.ine.gob.hn/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.10. Editor certainty: Materially Lower
HND,2017,2.5,INE Honduras,https://www.ine.gob.hn/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.16. Editor certainty: Materially Lower
HND,2018,2.5,INE Honduras,https://www.ine.gob.hn/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.15. Editor certainty: Materially Lower
HND,2019,2.5,INE Honduras,https://www.ine.gob.hn/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.11. Editor certainty: Materially Lower
HND,2020,2.4,INE Honduras,https://www.ine.gob.hn/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.18. Editor certainty: Materially Lower
HND,2021,2.17,"Wikipedia (TFR from observed births × local-window ratio, outlier-filtered)",,2026-05-14,HIGH,CALCNEW_V7_FRESH,2026-05-14,"Calc New v7 (v7_births_5anchor_±5y). R=0.000013, anchors=[(2016, 184954.0, 2.6, 1.406e-05), (2017, 182581.0, 2.5, 1.369e-05), (2018, 181165.0, 2.5, 1.38e-05), (2019, 169171.0, 2.5, 1.478e-05), (2022, 157896.0, 1.8406, 1.166e-05)], dropped=[(2020, 2.076e-05)], window=±5y. Wiki-observed births 2021: 165,684."
HND,2022,1.84,INE Honduras,https://www.ine.gob.hn/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.68. Editor certainty: Materially Lower
HND,2023,1.83,"Wikipedia (TFR from observed births × local-window ratio, outlier-filtered)",,2026-05-14,HIGH,CALCNEW_V7_FRESH,2026-05-14,"Calc New v7 (v7_births_3anchor_±5y). R=0.000012, anchors=[(2018, 181165.0, 2.5, 1.38e-05), (2019, 169171.0, 2.5, 1.478e-05), (2022, 157896.0, 1.8406, 1.166e-05)], dropped=[(2020, 2.076e-05)], window=±5y. Wiki-observed births 2023: 146,669."
HND,2024,1.66,"Wikipedia (TFR from observed births × local-window ratio, outlier-filtered)",,2026-05-14,HIGH,CALCNEW_V7_FRESH,2026-05-14,"Calc New v7 (v7_births_2anchor_±5y). R=0.000013, anchors=[(2019, 169171.0, 2.5, 1.478e-05), (2022, 157896.0, 1.8406, 1.166e-05)], dropped=[(2020, 2.076e-05)], window=±5y. Wiki-observed births 2024: 132,284."
HND,2025,1.69,Wikipedia (bidirectional TFR interpolation),,2026-05-14,MEDIUM,CALCNEW_V7_FRESH,2026-05-14,Calc New v7 (tfr_extrap_fwd). 
HRV,2016,1.46,Wikipedia: Demographics of [HRV] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.03
HRV,2017,1.47,Wikipedia: Demographics of [HRV] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.05
HRV,2018,1.53,Wikipedia: Demographics of [HRV] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.06
HRV,2019,1.54,Wikipedia: Demographics of [HRV] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.07
HRV,2020,1.57,Wikipedia: Demographics of [HRV] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.09
HRV,2025,1.49,Wikipedia: Demographics of [HRV] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.02
HUN,2018,1.5,Wikipedia: Demographics of [HUN] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.02
HUN,2019,1.51,Wikipedia: Demographics of [HUN] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.02
HUN,2023,1.51,Wikipedia: Demographics of [HUN] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.02
HUN,2024,1.39,Wikipedia: Demographics of [HUN] (vital statistics),,2026-05-13,MEDIUM,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.10. Editor certainty: Recheck
